1980;-0.15;-0.34;-0.26;-0.11;-0.04;-0.08;-0.06;0.03;0.11;-0.03;-0.25;-0.59
1981;-0.27;-0.47;-0.64;-0.52;-0.40;-0.22;-0.23;0.12;0.20;0.35;0.26;0.10
1982;0.03;-0.20;-0.21;-0.35;-0.37;-0.45;-0.44;-0.57;-0.31;-0.11;-0.28;-0.17
1983;0.33;0.37;-0.14;-0.25;-0.45;-0.45;-0.31;-0.08;0.04;-0.08;0.06;0.39
1984;0.68;0.65;0.79;0.50;0.26;0.46;0.55;0.77;0.84;0.59;0.31;0.25
1985;0.32;0.52;0.14;0.15;0.24;0.04;0.27;0.10;0.02;0.27;0.24;0.29
1986;0.20;0.47;0.38;0.28;0.26;0.41;0.19;0.21;0.30;0.14;-0.17;0.02
1987;0.02;0.08;0.16;0.04;0.28;0.42;0.50;0.43;0.32;0.42;0.63;0.39
1988;0.63;0.66;0.77;0.59;0.71;0.73;0.46;0.50;0.30;0.37;0.14;0.19
1989;0.41;0.23;0.35;0.29;0.33;0.31;0.26;0.39;0.21;0.28;-0.06;-0.25
1990;-0.34;0.13;0.32;0.35;-0.06;0.08;-0.11;-0.13;-0.07;0.10;0.17;0.22
1991;0.12;0.06;0.14;0.31;0.49;0.44;0.05;-0.33;-0.36;-0.36;-0.34;-0.08
1992;-0.27;-0.26;-0.40;-0.57;-0.66;-0.80;-0.60;-0.66;-0.56;-0.52;-0.79;-0.36
1993;-0.25;-0.13;-0.09;0.20;0.03;-0.03;0.05;0.04;0.44;0.69;0.75;0.50
1994;0.32;0.12;0.24;0.18;0.11;-0.18;-0.26;-0.17;-0.15;-0.05;0.08;0.20
1995;0.40;0.61;0.74;0.61;0.59;0.64;0.35;-0.07;-0.04;-0.05;0.12;0.00
1996;0.18;0.43;0.47;0.65;0.77;0.87;0.66;0.35;0.13;0.12;0.12;-0.06
1997;-0.22;-0.34;-0.47;-0.50;-0.54;-0.67;-0.27;-0.09;0.21;0.69;0.79;1.03
1998;0.72;0.74;0.69;0.54;0.54;0.66;0.85;0.59;0.41;0.21;0.32;0.11
1999;0.13;0.05;0.33;0.45;0.53;0.49;0.64;0.55;0.24;0.28;0.33;0.36
2000;0.21;0.39;0.40;0.37;0.29;0.20;0.15;0.20;0.02;0.10;0.07;-0.01
2001;0.16;0.17;0.29;0.38;0.47;0.36;0.15;0.14;0.11;0.20;0.16;0.01
2002;0.14;-0.06;0.29;0.31;0.49;0.33;0.47;0.01;-0.08;0.14;-0.07;0.35
2003;0.56;0.57;0.63;0.42;0.37;0.10;0.40;0.49;0.49;0.53;0.55;0.56
2004;0.41;0.22;-0.01;-0.26;-0.12;-0.08;0.08;0.22;0.33;0.14;0.24;0.43
2005;0.61;0.49;0.61;0.29;-0.06;-0.26;-0.32;0.01;-0.09;-0.00;-0.07;-0.02
2006;0.04;0.23;0.41;0.31;0.24;0.41;0.30;0.33;0.27;0.23;0.08;0.32
2007;0.24;0.21;0.04;0.24;0.28;0.43;0.23;0.15;0.27;0.11;0.10;0.20
2008;0.19;0.36;0.60;0.64;0.82;0.70;0.66;0.51;0.28;0.27;0.31;0.41
2009;0.45;0.35;0.54;0.52;0.79;0.59;0.39;0.24;0.19;0.45;0.30;0.70
2010;0.79;0.68;0.89;0.68;0.62;0.85;0.60;0.48;0.23;0.43;0.40;0.41
2011;0.45;0.59;0.72;0.49;0.30;0.20;0.27;0.20;0.24;0.28;-0.05;-0.48
2012;-0.32;-0.51;-0.08;-0.33;-0.04;0.04;-0.03;-0.08;0.02;0.03;0.03;0.18
2013;0.39;0.25;0.26;0.35;0.48;0.28;0.23;0.25;0.03;0.04;-0.07;0.11
2014;0.11;0.22;0.22;0.23;0.48;0.47;0.17;0.24;0.26;0.16;-0.32;-0.12
2015;0.43;0.42;0.23;0.36;0.46;0.38;0.07;-0.11;-0.04;0.28;0.37;0.70
2016;0.81;0.59;0.60;0.39;0.35;0.68;0.63;0.52;0.26;0.46;0.28;0.67
2017;0.58;0.09;0.29;0.40;0.47;0.57;0.35;0.59;0.27;0.42;0.20;0.17

